stud_kod;predmet_name;ball;year
304008;Обществознание;58;2015
304063;Русский язык;68;2015
304063;Математика;52;2015
304063;Обществознание;60;2015
304063;Физика;0;2015
304114;Русский язык;64;2015
304114;Математика;64;2015
304114;Обществознание;64;2015
304158;Русский язык;92;2015
304158;Математика;77;2015
304158;Обществознание;89;2015
304208;Русский язык;60;2015
304208;Математика;44;2015
304208;Обществознание;61;2015
304238;Русский язык;64;2015
304238;Математика;72;2015
304238;Обществознание;62;2015
304250;Русский язык;67;2015
304250;Математика;40;2015
304250;Обществознание;72;2015
304250;История;52;2015
304257;Русский язык;68;2015
304257;Английский язык;70;2015
304257;Математика;64;2015
304257;Обществознание;68;2015
304268;Русский язык;87;2015
304268;Математика;68;2015
304268;Обществознание;75;2015
304368;Русский язык;95;2015
304368;Математика;68;2015
304368;Обществознание;77;2015
304368;Физика;55;2015
304424;Русский язык;72;2014
304424;Английский язык;94;2014
304424;Математика;48;2014
304424;Обществознание;59;2014
304436;Русский язык;71;2015
304436;Математика;56;2015
304436;Обществознание;59;2015
304436;Физика;45;2015
304480;Русский язык;66;2015
304480;Математика;64;2015
304480;Обществознание;71;2015
304480;Физика;55;2015
304496;Русский язык;79;2015
304496;Английский язык;42;2015
304496;Математика;64;2015
304496;Обществознание;53;2015
304496;Литература;57;2015
304504;Русский язык;95;2015
304504;Математика;80;2015
304504;Обществознание;86;2015
304504;История;79;2015
304516;Русский язык;90;2015
304516;Математика;73;2015
304516;Обществознание;70;2015
304533;Русский язык;95;2015
304533;Математика;73;2015
304533;Обществознание;86;2015
304653;Русский язык;70;2015
304653;Математика;32;2015
304653;Обществознание;59;2015
304653;Биология;57;2015
304665;Русский язык;100;2015
304665;Математика;73;2015
304665;Обществознание;79;2015
304665;Литература;87;2015
304665;История;69;2015
304685;Русский язык;76;2015
304685;Математика;44;2015
304685;Обществознание;62;2015
304696;Русский язык;69;2015
304696;Английский язык;54;2015
304696;Математика;60;2015
304696;Обществознание;67;2015
304702;Русский язык;95;2015
304702;Математика;86;2015
304702;Обществознание;84;2015
304736;Русский язык;95;2015
304736;Математика;72;2015
304736;Обществознание;96;2015
304736;Физика;67;2015
304741;Русский язык;67;2015
304741;Математика;56;2015
304741;Обществознание;50;2015
304775;Русский язык;64;2015
304775;Математика;40;2015
304775;Обществознание;55;2015
304785;Русский язык;54;2015
304785;Английский язык;64;2015
304785;Математика;48;2015
304785;Обществознание;60;2015
304830;Русский язык;87;2015
